time [s];swlx [m];swly [m];swlz [m];pos0x [m];pos0y [m];pos0z [m];pos2x [m];pos2y [m];pos2z [m]
0.000000;0.2;0;2.00691;0.2;0;-0.05;0.2;0;2.1
0.010016;0.2;0;2.00688;0.2;0;-0.05;0.2;0;2.1
