time [s];swlx [m];swly [m];swlz [m];pos0x [m];pos0y [m];pos0z [m];pos2x [m];pos2y [m];pos2z [m]
0.000000;1.00689;0;0.03;-0.05;0;0.03;4.05;0;0.03
0.005006;1.0083;0;0.03;-0.05;0;0.03;4.05;0;0.03
0.010016;1.01024;0;0.03;-0.05;0;0.03;4.05;0;0.03
